SCIENTIFIC_NAME,TAXON_NAME_ID,TAXON_TERM_ID,CLASSIFICATION_ID,TERM,TERM_TYPE,SOURCE,POSITION_IN_CLASSIFICATION
Bestiopeda,11950371,1151577994,F2306D63-E234-D290-EE58B6127B4EAAAA,Carnivora,order,Arctos,4
Bestiopeda,11950371,1151577995,F2306D63-E234-D290-EE58B6127B4EAAAA,Bestiopeda,genus,Arctos,5
Bestiopeda,11950371,1226315054,F2306D63-E234-D290-EE58B6127B4EAAAA,Bestiopeda,scientific_name,Arctos,
Bestiopeda,11950371,1226315055,F2306D63-E234-D290-EE58B6127B4EAAAA,"<i>Bestiopeda</i> Vialov, 1965",display_name,Arctos,
Dicranophyllum,11952858,1151876900,8CCE89C5-FC6D-8DE7-7491A8ADD67C465F,"Grand'Eury, 1877",author_text,Arctos,
Dicranophyllum,11952858,1151876901,8CCE89C5-FC6D-8DE7-7491A8ADD67C465F,ICBN,nomenclatural_code,Arctos,
Dicranophyllum,11952858,1151876902,8CCE89C5-FC6D-8DE7-7491A8ADD67C465F,https://www.gbif.org/species/4897689,source_authority,Arctos,
Dicranophyllum,11952858,1151876903,8CCE89C5-FC6D-8DE7-7491A8ADD67C465F,valid,taxon_status,Arctos,
Dicranophyllum,11952858,1151876904,8CCE89C5-FC6D-8DE7-7491A8ADD67C465F,Plantae,kingdom,Arctos,1
Dicranophyllum,11952858,1151876905,8CCE89C5-FC6D-8DE7-7491A8ADD67C465F,Tracheophyta,phylum,Arctos,2
Dicranophyllum,11952858,1151876906,8CCE89C5-FC6D-8DE7-7491A8ADD67C465F,Dicranophyllaceae,family,Arctos,3
Dicranophyllum,11952858,1151876907,8CCE89C5-FC6D-8DE7-7491A8ADD67C465F,Dicranophyllum,genus,Arctos,4
Dicranophyllum,11952858,1226206702,8CCE89C5-FC6D-8DE7-7491A8ADD67C465F,Dicranophyllum,scientific_name,Arctos,
Dicranophyllum,11952858,1226206703,8CCE89C5-FC6D-8DE7-7491A8ADD67C465F,"<i>Dicranophyllum</i> Grand'Eury, 1877",display_name,Arctos,
Gambapes,11952880,1151877803,920BEE48-C949-A174-7FCCE1835028AA48,"Sarjeant & Langston, 1994",author_text,Arctos,
Gambapes,11952880,1151877804,920BEE48-C949-A174-7FCCE1835028AA48,ICZN,nomenclatural_code,Arctos,
Gambapes,11952880,1151877805,920BEE48-C949-A174-7FCCE1835028AA48,https://www.gbif.org/species/4579422,source_authority,Arctos,
Gambapes,11952880,1151877806,920BEE48-C949-A174-7FCCE1835028AA48,invalid,taxon_status,Arctos,
Gambapes,11952880,1151877807,920BEE48-C949-A174-7FCCE1835028AA48,Animalia,kingdom,Arctos,1
Gambapes,11952880,1151877808,920BEE48-C949-A174-7FCCE1835028AA48,Gambapes,genus,Arctos,2
Gambapes,11952880,1226208066,920BEE48-C949-A174-7FCCE1835028AA48,Gambapes,scientific_name,Arctos,
Gambapes,11952880,1226208067,920BEE48-C949-A174-7FCCE1835028AA48,"<i>Gambapes</i> Sarjeant & Langston, 1994",display_name,Arctos,
Limnopus vagus,11953837,1151977226,F84CBC60-A941-F874-23F8F663E6307D05,"Marsh, 1894",author_text,Arctos,
Limnopus vagus,11953837,1151977227,F84CBC60-A941-F874-23F8F663E6307D05,ICZN,nomenclatural_code,Arctos,
Limnopus vagus,11953837,1151977228,F84CBC60-A941-F874-23F8F663E6307D05,https://www.gbif.org/species/8840552,source_authority,Arctos,
Limnopus vagus,11953837,1151977229,F84CBC60-A941-F874-23F8F663E6307D05,valid,taxon_status,Arctos,
Limnopus vagus,11953837,1151977230,F84CBC60-A941-F874-23F8F663E6307D05,Animalia,kingdom,Arctos,1
Limnopus vagus,11953837,1151977231,F84CBC60-A941-F874-23F8F663E6307D05,Chordata,phylum,Arctos,2
Limnopus vagus,11953837,1151977232,F84CBC60-A941-F874-23F8F663E6307D05,Amphibia,class,Arctos,3
Limnopus vagus,11953837,1151977233,F84CBC60-A941-F874-23F8F663E6307D05,Limnopus,genus,Arctos,4
Limnopus vagus,11953837,1151977234,F84CBC60-A941-F874-23F8F663E6307D05,Limnopus vagus,species,Arctos,5
Limnopus vagus,11953837,1226399059,F84CBC60-A941-F874-23F8F663E6307D05,Limnopus vagus,scientific_name,Arctos,
Limnopus vagus,11953837,1226399060,F84CBC60-A941-F874-23F8F663E6307D05,"<i>Limnopus vagus</i> Marsh, 1894",display_name,Arctos,
Paleophycus,11954304,1152033602,C600C132-FA7D-BC71-8CB011EFE8BC4C58,ICBN,nomenclatural_code,Arctos,
Paleophycus,11954304,1152033603,C600C132-FA7D-BC71-8CB011EFE8BC4C58,https://www.gbif.org/species/9013286,source_authority,Arctos,
Paleophycus,11954304,1152033604,C600C132-FA7D-BC71-8CB011EFE8BC4C58,Plantae,kingdom,Arctos,1
Paleophycus,11954304,1152033605,C600C132-FA7D-BC71-8CB011EFE8BC4C58,Paleophycus,genus,Arctos,2
Paleophycus,11954304,1226402519,C600C132-FA7D-BC71-8CB011EFE8BC4C58,Paleophycus,scientific_name,Arctos,
Notolacerta,11954534,1152061698,6131AAF9-C2FA-16F1-16816D089C719977,"Matthew, 1903",author_text,Arctos,
Notolacerta,11954534,1152061699,6131AAF9-C2FA-16F1-16816D089C719977,ICZN,nomenclatural_code,Arctos,
Notolacerta,11954534,1152061700,6131AAF9-C2FA-16F1-16816D089C719977,invalid,taxon_status,Arctos,
Notolacerta,11954534,1152061701,6131AAF9-C2FA-16F1-16816D089C719977,http://www.irmng.org/aphia.php?p=taxdetails&id=1152684,source_authority,Arctos,
Notolacerta,11954534,1152061702,6131AAF9-C2FA-16F1-16816D089C719977,Animalia,kingdom,Arctos,1
Notolacerta,11954534,1152061703,6131AAF9-C2FA-16F1-16816D089C719977,Chordata,phylum,Arctos,2
Notolacerta,11954534,1152061704,6131AAF9-C2FA-16F1-16816D089C719977,Amphibia,class,Arctos,3
Notolacerta,11954534,1152061705,6131AAF9-C2FA-16F1-16816D089C719977,Notolacerta,genus,Arctos,4
Notolacerta,11954534,1226187588,6131AAF9-C2FA-16F1-16816D089C719977,Notolacerta,scientific_name,Arctos,
Notolacerta,11954534,1226187589,6131AAF9-C2FA-16F1-16816D089C719977,"<i>Notolacerta</i> Matthew, 1903",display_name,Arctos,
Robledoichnus,11954547,1152062307,647F5AF8-CD54-A960-E03A4C90BB0F9F76,"Kozur & Lemone, 1995",author_text,Arctos,
Robledoichnus,11954547,1152062308,647F5AF8-CD54-A960-E03A4C90BB0F9F76,ICZN,nomenclatural_code,Arctos,
Robledoichnus,11954547,1152062309,647F5AF8-CD54-A960-E03A4C90BB0F9F76,invalid,taxon_status,Arctos,
Robledoichnus,11954547,1152062310,647F5AF8-CD54-A960-E03A4C90BB0F9F76,https://www.gbif.org/species/4579862,source_authority,Arctos,
Robledoichnus,11954547,1152062311,647F5AF8-CD54-A960-E03A4C90BB0F9F76,Animalia,kingdom,Arctos,1
Robledoichnus,11954547,1152062312,647F5AF8-CD54-A960-E03A4C90BB0F9F76,Robledoichnus,genus,Arctos,2
Robledoichnus,11954547,1226188470,647F5AF8-CD54-A960-E03A4C90BB0F9F76,Robledoichnus,scientific_name,Arctos,
Robledoichnus,11954547,1226188471,647F5AF8-CD54-A960-E03A4C90BB0F9F76,"<i>Robledoichnus</i> Kozur & Lemone, 1995",display_name,Arctos,
Scoyenia gracilis,11954822,1152098061,2B529B61-E18F-78A3-BD22CE9A7516F2E3,White,author_text,Arctos,
Scoyenia gracilis,11954822,1152098062,2B529B61-E18F-78A3-BD22CE9A7516F2E3,ICZN,nomenclatural_code,Arctos,
Scoyenia gracilis,11954822,1152098063,2B529B61-E18F-78A3-BD22CE9A7516F2E3,https://www.gbif.org/species/9101504,source_authority,Arctos,
Scoyenia gracilis,11954822,1152098064,2B529B61-E18F-78A3-BD22CE9A7516F2E3,valid,taxon_status,Arctos,
Scoyenia gracilis,11954822,1152098065,2B529B61-E18F-78A3-BD22CE9A7516F2E3,Animalia,kingdom,Arctos,1
Scoyenia gracilis,11954822,1152098066,2B529B61-E18F-78A3-BD22CE9A7516F2E3,Annelida,phylum,Arctos,2
Scoyenia gracilis,11954822,1152098067,2B529B61-E18F-78A3-BD22CE9A7516F2E3,Scoyenia,genus,Arctos,3
Scoyenia gracilis,11954822,1152098068,2B529B61-E18F-78A3-BD22CE9A7516F2E3,Scoyenia gracilis,species,Arctos,4
Scoyenia gracilis,11954822,1226171895,2B529B61-E18F-78A3-BD22CE9A7516F2E3,Scoyenia gracilis,scientific_name,Arctos,
Scoyenia gracilis,11954822,1226171896,2B529B61-E18F-78A3-BD22CE9A7516F2E3,<i>Scoyenia gracilis</i> White,display_name,Arctos,
Selenichnites,11954824,1152098093,2B8A0853-E391-176E-9C3C5A510B768CEE,"Romano & Whyte, 1990",author_text,Arctos,
Selenichnites,11954824,1152098094,2B8A0853-E391-176E-9C3C5A510B768CEE,ICZN,nomenclatural_code,Arctos,
Selenichnites,11954824,1152098095,2B8A0853-E391-176E-9C3C5A510B768CEE,invalid,taxon_status,Arctos,
Selenichnites,11954824,1152098096,2B8A0853-E391-176E-9C3C5A510B768CEE,https://www.gbif.org/species/3255161,source_authority,Arctos,
Selenichnites,11954824,1152098097,2B8A0853-E391-176E-9C3C5A510B768CEE,Animalia,kingdom,Arctos,1
Selenichnites,11954824,1152098098,2B8A0853-E391-176E-9C3C5A510B768CEE,Arthropoda,phylum,Arctos,2
Selenichnites,11954824,1152098099,2B8A0853-E391-176E-9C3C5A510B768CEE,Merostomata,class,Arctos,3
Selenichnites,11954824,1152098100,2B8A0853-E391-176E-9C3C5A510B768CEE,Selenichnites,genus,Arctos,4
Selenichnites,11954824,1226171911,2B8A0853-E391-176E-9C3C5A510B768CEE,Selenichnites,scientific_name,Arctos,
Selenichnites,11954824,1226171912,2B8A0853-E391-176E-9C3C5A510B768CEE,"<i>Selenichnites</i> Romano & Whyte, 1990",display_name,Arctos,
Supaia,11954838,1152098611,2FBCA0EE-EF7B-52C6-198233E162234B72,"D.White, 1929",author_text,Arctos,
Supaia,11954838,1152098612,2FBCA0EE-EF7B-52C6-198233E162234B72,ICZN,nomenclatural_code,Arctos,
Supaia,11954838,1152098613,2FBCA0EE-EF7B-52C6-198233E162234B72,valid,taxon_status,Arctos,
Supaia,11954838,1152098614,2FBCA0EE-EF7B-52C6-198233E162234B72,https://www.gbif.org/species/4894814,source_authority,Arctos,
Supaia,11954838,1152098615,2FBCA0EE-EF7B-52C6-198233E162234B72,Plantae,kingdom,Arctos,1
Supaia,11954838,1152098616,2FBCA0EE-EF7B-52C6-198233E162234B72,Tracheophyta,phylum,Arctos,2
Supaia,11954838,1152098617,2FBCA0EE-EF7B-52C6-198233E162234B72,Supaia,genus,Arctos,3
Supaia,11954838,1226172917,2FBCA0EE-EF7B-52C6-198233E162234B72,Supaia,scientific_name,Arctos,
Supaia,11954838,1226172918,2FBCA0EE-EF7B-52C6-198233E162234B72,"<i>Supaia</i> D.White, 1929",display_name,Arctos,
Walpia hermitensis,11954864,1152099277,36EC459C-A21E-AF2F-3A0E04E9AD40615C,White,author_text,Arctos,
Walpia hermitensis,11954864,1152099278,36EC459C-A21E-AF2F-3A0E04E9AD40615C,ICZN,nomenclatural_code,Arctos,
Walpia hermitensis,11954864,1152099279,36EC459C-A21E-AF2F-3A0E04E9AD40615C,valid,taxon_status,Arctos,
Walpia hermitensis,11954864,1152099280,36EC459C-A21E-AF2F-3A0E04E9AD40615C,https://www.gbif.org/species/8952581,source_authority,Arctos,
Walpia hermitensis,11954864,1152099281,36EC459C-A21E-AF2F-3A0E04E9AD40615C,Animalia,kingdom,Arctos,1
Walpia hermitensis,11954864,1152099282,36EC459C-A21E-AF2F-3A0E04E9AD40615C,Walpia,genus,Arctos,2
Walpia hermitensis,11954864,1152099283,36EC459C-A21E-AF2F-3A0E04E9AD40615C,Walpia hermitensis,species,Arctos,3
Walpia hermitensis,11954864,1226174904,36EC459C-A21E-AF2F-3A0E04E9AD40615C,Walpia hermitensis,scientific_name,Arctos,
Walpia hermitensis,11954864,1226174905,36EC459C-A21E-AF2F-3A0E04E9AD40615C,<i>Walpia hermitensis</i> White,display_name,Arctos,
Trachycardium longstreeti,11956186,1152320853,0817C27E-FC0D-2E66-3B516FC31723C4F1,Weller ?,author_text,Arctos,
Trachycardium longstreeti,11956186,1152320854,0817C27E-FC0D-2E66-3B516FC31723C4F1,ICZN,nomenclatural_code,Arctos,
Trachycardium longstreeti,11956186,1152320855,0817C27E-FC0D-2E66-3B516FC31723C4F1,Updated taxonomy through WoRMS: Cardium (Trachycardium) (unaccepted) = Trachycardium (accepted),remark,Arctos,
Trachycardium longstreeti,11956186,1152320856,0817C27E-FC0D-2E66-3B516FC31723C4F1,"Stetson 1949, dperriguey, 2019-12-03",source_authority,Arctos,
Trachycardium longstreeti,11956186,1152320857,0817C27E-FC0D-2E66-3B516FC31723C4F1,Animalia,kingdom,Arctos,1
Trachycardium longstreeti,11956186,1152320858,0817C27E-FC0D-2E66-3B516FC31723C4F1,Mollusca,phylum,Arctos,2
Trachycardium longstreeti,11956186,1152320859,0817C27E-FC0D-2E66-3B516FC31723C4F1,Bivalvia,class,Arctos,3
Trachycardium longstreeti,11956186,1152320860,0817C27E-FC0D-2E66-3B516FC31723C4F1,Heterodonta,subclass,Arctos,4
Trachycardium longstreeti,11956186,1152320861,0817C27E-FC0D-2E66-3B516FC31723C4F1,Euheterodonta,infraclass,Arctos,5
Trachycardium longstreeti,11956186,1152320862,0817C27E-FC0D-2E66-3B516FC31723C4F1,Imparidentia,superorder,Arctos,6
Trachycardium longstreeti,11956186,1152320863,0817C27E-FC0D-2E66-3B516FC31723C4F1,Cardiida,order,Arctos,7
Trachycardium longstreeti,11956186,1152320864,0817C27E-FC0D-2E66-3B516FC31723C4F1,Cardioidea,superfamily,Arctos,8
Trachycardium longstreeti,11956186,1152320865,0817C27E-FC0D-2E66-3B516FC31723C4F1,Cardiidae,family,Arctos,9
Trachycardium longstreeti,11956186,1152320866,0817C27E-FC0D-2E66-3B516FC31723C4F1,Trachycardiinae,subfamily,Arctos,10
Trachycardium longstreeti,11956186,1152320867,0817C27E-FC0D-2E66-3B516FC31723C4F1,Trachycardium,genus,Arctos,11
Trachycardium longstreeti,11956186,1152320868,0817C27E-FC0D-2E66-3B516FC31723C4F1,Trachycardium longstreeti,species,Arctos,12
Trachycardium longstreeti,11956186,1226155288,0817C27E-FC0D-2E66-3B516FC31723C4F1,Trachycardium longstreeti,scientific_name,Arctos,
Trachycardium longstreeti,11956186,1226155289,0817C27E-FC0D-2E66-3B516FC31723C4F1,<i>Trachycardium longstreeti</i> Weller ?,display_name,Arctos,
Macroneuropteris scheuchzeri,11960160,1152861515,3DE6B051-A95C-17E3-E71DCA79D506ACDA,ICBN,nomenclatural_code,Arctos,
Macroneuropteris scheuchzeri,11960160,1152861516,3DE6B051-A95C-17E3-E71DCA79D506ACDA,extinct,taxon_status,Arctos,
Macroneuropteris scheuchzeri,11960160,1152861517,3DE6B051-A95C-17E3-E71DCA79D506ACDA,https://en.wikipedia.org/wiki/Macroneuropteris,source_authority,Arctos,
Macroneuropteris scheuchzeri,11960160,1152861518,3DE6B051-A95C-17E3-E71DCA79D506ACDA,Plantae,kingdom,Arctos,1
Macroneuropteris scheuchzeri,11960160,1152861519,3DE6B051-A95C-17E3-E71DCA79D506ACDA,Gymnospermophyta,phylum,Arctos,2
Macroneuropteris scheuchzeri,11960160,1152861520,3DE6B051-A95C-17E3-E71DCA79D506ACDA,Macroneuropteris,genus,Arctos,3
Macroneuropteris scheuchzeri,11960160,1152861521,3DE6B051-A95C-17E3-E71DCA79D506ACDA,Macroneuropteris scheuchzeri,species,Arctos,4
Macroneuropteris scheuchzeri,11960160,1226176809,3DE6B051-A95C-17E3-E71DCA79D506ACDA,Macroneuropteris scheuchzeri,scientific_name,Arctos,
Proboscipeda,11992843,1212093475,F03520AA-A201-4510-8228DCD40632A8C9,"Panin and Avran, 1962",author_text,Arctos,
Proboscipeda,11992843,1212093476,F03520AA-A201-4510-8228DCD40632A8C9,http://ichnology.ku.edu/vertebrate_traces/mammal_tracks/proboscipeda.html,source_authority,Arctos,
Proboscipeda,11992843,1212093477,F03520AA-A201-4510-8228DCD40632A8C9,ICZN,nomenclatural_code,Arctos,
Proboscipeda,11992843,1212093478,F03520AA-A201-4510-8228DCD40632A8C9,Repichnia,remark,Arctos,
Proboscipeda,11992843,1212093479,F03520AA-A201-4510-8228DCD40632A8C9,Animalia,kingdom,Arctos,1
Proboscipeda,11992843,1212093480,F03520AA-A201-4510-8228DCD40632A8C9,Proboscipeda,genus,Arctos,2
Proboscipeda,11992843,1226339616,F03520AA-A201-4510-8228DCD40632A8C9,Proboscipeda,scientific_name,Arctos,
Proboscipeda,11992843,1226339617,F03520AA-A201-4510-8228DCD40632A8C9,"<i>Proboscipeda</i> Panin and Avran, 1962",display_name,Arctos,
Kouphichnium aspodon,11994619,1219702471,28E7A69E-7D9E-4869-BC07A34068F1F8A9,King et al. 2019,author_text,Arctos,
Kouphichnium aspodon,11994619,1219702472,28E7A69E-7D9E-4869-BC07A34068F1F8A9,ICZN,nomenclatural_code,Arctos,
Kouphichnium aspodon,11994619,1219702473,28E7A69E-7D9E-4869-BC07A34068F1F8A9,"GBIF, 2019",source_authority,Arctos,
Kouphichnium aspodon,11994619,1219702474,28E7A69E-7D9E-4869-BC07A34068F1F8A9,Kouphichnium aspodon,species,Arctos,1
Kouphichnium aspodon,11994619,1219702475,28E7A69E-7D9E-4869-BC07A34068F1F8A9,Animalia,kingdom,Arctos,2
Kouphichnium aspodon,11994619,1219702476,28E7A69E-7D9E-4869-BC07A34068F1F8A9,Chordata,phylum,Arctos,3
Kouphichnium aspodon,11994619,1219702477,28E7A69E-7D9E-4869-BC07A34068F1F8A9,Reptilia,class,Arctos,4
Kouphichnium aspodon,11994619,1219702478,28E7A69E-7D9E-4869-BC07A34068F1F8A9,Kouphichnium,genus,Arctos,5
Kouphichnium aspodon,11994619,1226163940,28E7A69E-7D9E-4869-BC07A34068F1F8A9,Kouphichnium aspodon,scientific_name,Arctos,
Kouphichnium aspodon,11994619,1226163941,28E7A69E-7D9E-4869-BC07A34068F1F8A9,<i>Kouphichnium aspodon</i> King et al. 2019,display_name,Arctos,
