"SCIENTIFIC_NAME","TAXON_TERM_ID","TAXON_NAME_ID","CLASSIFICATION_ID","TERM","TERM_TYPE","SOURCE","GN_SCORE","POSITION_IN_CLASSIFICATION","LASTDATE","MATCH_TYPE"
"Abelichnus astigarrae","925039295","11711872","288516|212579|2|85325|67102|85323|67145|33815|67149|67344|34881|67348|219195|77135|53190|125547|37177|99766|56749|53189|135358|36322|92204|99771|37768|38182|57091|66477|38215|144376|57250|53366|53207|52775|38505|38513|56397|92043|53374|55483|53943|65419|65420","Archosauriformes","unranked clade","The Paleobiology Database","0.988","27","{ts '2019-03-31 18:16:35'}","Exact match by canonical form of a name"
"Abelichnus astigarrae","925039294","11711872","288516|212579|2|85325|67102|85323|67145|33815|67149|67344|34881|67348|219195|77135|53190|125547|37177|99766|56749|53189|135358|36322|92204|99771|37768|38182|57091|66477|38215|144376|57250|53366|53207|52775|38505|38513|56397|92043|53374|55483|53943|65419|65420","Archosauromorpha","infraclass","The Paleobiology Database","0.988","26","{ts '2019-03-31 18:16:35'}","Exact match by canonical form of a name"
"Abelichnus astigarrae","925039293","11711872","288516|212579|2|85325|67102|85323|67145|33815|67149|67344|34881|67348|219195|77135|53190|125547|37177|99766|56749|53189|135358|36322|92204|99771|37768|38182|57091|66477|38215|144376|57250|53366|53207|52775|38505|38513|56397|92043|53374|55483|53943|65419|65420","Diapsida","unranked clade","The Paleobiology Database","0.988","25","{ts '2019-03-31 18:16:35'}","Exact match by canonical form of a name"
"Abelichnus astigarrae","925039292","11711872","288516|212579|2|85325|67102|85323|67145|33815|67149|67344|34881|67348|219195|77135|53190|125547|37177|99766|56749|53189|135358|36322|92204|99771|37768|38182|57091|66477|38215|144376|57250|53366|53207|52775|38505|38513|56397|92043|53374|55483|53943|65419|65420","Romeriida","unranked clade","The Paleobiology Database","0.988","24","{ts '2019-03-31 18:16:35'}","Exact match by canonical form of a name"
"Abelichnus astigarrae","925039291","11711872","288516|212579|2|85325|67102|85323|67145|33815|67149|67344|34881|67348|219195|77135|53190|125547|37177|99766|56749|53189|135358|36322|92204|99771|37768|38182|57091|66477|38215|144376|57250|53366|53207|52775|38505|38513|56397|92043|53374|55483|53943|65419|65420","Eureptilia","unranked clade","The Paleobiology Database","0.988","23","{ts '2019-03-31 18:16:35'}","Exact match by canonical form of a name"
"Abelichnus astigarrae","925039290","11711872","288516|212579|2|85325|67102|85323|67145|33815|67149|67344|34881|67348|219195|77135|53190|125547|37177|99766|56749|53189|135358|36322|92204|99771|37768|38182|57091|66477|38215|144376|57250|53366|53207|52775|38505|38513|56397|92043|53374|55483|53943|65419|65420","Reptilia","class","The Paleobiology Database","0.988","22","{ts '2019-03-31 18:16:35'}","Exact match by canonical form of a name"
"Abelichnus astigarrae","925039289","11711872","288516|212579|2|85325|67102|85323|67145|33815|67149|67344|34881|67348|219195|77135|53190|125547|37177|99766|56749|53189|135358|36322|92204|99771|37768|38182|57091|66477|38215|144376|57250|53366|53207|52775|38505|38513|56397|92043|53374|55483|53943|65419|65420","Sauropsida","unranked clade","The Paleobiology Database","0.988","21","{ts '2019-03-31 18:16:35'}","Exact match by canonical form of a name"
"Abelichnus astigarrae","925039288","11711872","288516|212579|2|85325|67102|85323|67145|33815|67149|67344|34881|67348|219195|77135|53190|125547|37177|99766|56749|53189|135358|36322|92204|99771|37768|38182|57091|66477|38215|144376|57250|53366|53207|52775|38505|38513|56397|92043|53374|55483|53943|65419|65420","Amniota","unranked clade","The Paleobiology Database","0.988","20","{ts '2019-03-31 18:16:35'}","Exact match by canonical form of a name"
"Abelichnus astigarrae","925039287","11711872","288516|212579|2|85325|67102|85323|67145|33815|67149|67344|34881|67348|219195|77135|53190|125547|37177|99766|56749|53189|135358|36322|92204|99771|37768|38182|57091|66477|38215|144376|57250|53366|53207|52775|38505|38513|56397|92043|53374|55483|53943|65419|65420","Cotylosauria","unranked clade","The Paleobiology Database","0.988","19","{ts '2019-03-31 18:16:35'}","Exact match by canonical form of a name"
"Abelichnus astigarrae","925039286","11711872","288516|212579|2|85325|67102|85323|67145|33815|67149|67344|34881|67348|219195|77135|53190|125547|37177|99766|56749|53189|135358|36322|92204|99771|37768|38182|57091|66477|38215|144376|57250|53366|53207|52775|38505|38513|56397|92043|53374|55483|53943|65419|65420","Batrachosauria","unranked clade","The Paleobiology Database","0.988","18","{ts '2019-03-31 18:16:35'}","Exact match by canonical form of a name"
"Abelichnus astigarrae","925039285","11711872","288516|212579|2|85325|67102|85323|67145|33815|67149|67344|34881|67348|219195|77135|53190|125547|37177|99766|56749|53189|135358|36322|92204|99771|37768|38182|57091|66477|38215|144376|57250|53366|53207|52775|38505|38513|56397|92043|53374|55483|53943|65419|65420","Anthracosauria","unranked clade","The Paleobiology Database","0.988","17","{ts '2019-03-31 18:16:35'}","Exact match by canonical form of a name"
"Abelichnus astigarrae","925039284","11711872","288516|212579|2|85325|67102|85323|67145|33815|67149|67344|34881|67348|219195|77135|53190|125547|37177|99766|56749|53189|135358|36322|92204|99771|37768|38182|57091|66477|38215|144376|57250|53366|53207|52775|38505|38513|56397|92043|53374|55483|53943|65419|65420","Reptiliomorpha","unranked clade","The Paleobiology Database","0.988","16","{ts '2019-03-31 18:16:35'}","Exact match by canonical form of a name"
"Abelichnus astigarrae","925039283","11711872","288516|212579|2|85325|67102|85323|67145|33815|67149|67344|34881|67348|219195|77135|53190|125547|37177|99766|56749|53189|135358|36322|92204|99771|37768|38182|57091|66477|38215|144376|57250|53366|53207|52775|38505|38513|56397|92043|53374|55483|53943|65419|65420","Tetrapoda","unranked clade","The Paleobiology Database","0.988","15","{ts '2019-03-31 18:16:35'}","Exact match by canonical form of a name"
"Abelichnus astigarrae","925039243","11711872","805080|93302|304358|332573|5246131|691846|641038|117569|147604|125642|947318|801601|278114|114656|114654|458402|4940726|229562|229560|639642|4129647|4129648","Euteleostomi","no rank","Open Tree of Life Reference Taxonomy","0.988","13","{ts '2019-03-31 18:16:35'}","Exact match"
"Abelichnus astigarrae","925039244","11711872","805080|93302|304358|332573|5246131|691846|641038|117569|147604|125642|947318|801601|278114|114656|114654|458402|4940726|229562|229560|639642|4129647|4129648","Sarcopterygii","class","Open Tree of Life Reference Taxonomy","0.988","14","{ts '2019-03-31 18:16:35'}","Exact match"
"Abelichnus astigarrae","925039245","11711872","805080|93302|304358|332573|5246131|691846|641038|117569|147604|125642|947318|801601|278114|114656|114654|458402|4940726|229562|229560|639642|4129647|4129648","Dipnotetrapodomorpha","no rank","Open Tree of Life Reference Taxonomy","0.988","15","{ts '2019-03-31 18:16:35'}","Exact match"
"Abelichnus astigarrae","925039246","11711872","805080|93302|304358|332573|5246131|691846|641038|117569|147604|125642|947318|801601|278114|114656|114654|458402|4940726|229562|229560|639642|4129647|4129648","Tetrapoda","superclass","Open Tree of Life Reference Taxonomy","0.988","16","{ts '2019-03-31 18:16:35'}","Exact match"
"Abelichnus astigarrae","925039247","11711872","805080|93302|304358|332573|5246131|691846|641038|117569|147604|125642|947318|801601|278114|114656|114654|458402|4940726|229562|229560|639642|4129647|4129648","Amniota","no rank","Open Tree of Life Reference Taxonomy","0.988","17","{ts '2019-03-31 18:16:35'}","Exact match"
"Abelichnus astigarrae","925039248","11711872","805080|93302|304358|332573|5246131|691846|641038|117569|147604|125642|947318|801601|278114|114656|114654|458402|4940726|229562|229560|639642|4129647|4129648","Sauropsida","no rank","Open Tree of Life Reference Taxonomy","0.988","18","{ts '2019-03-31 18:16:35'}","Exact match"
"Abelichnus astigarrae","925039249","11711872","805080|93302|304358|332573|5246131|691846|641038|117569|147604|125642|947318|801601|278114|114656|114654|458402|4940726|229562|229560|639642|4129647|4129648","Abelichnus","genus","Open Tree of Life Reference Taxonomy","0.988","19","{ts '2019-03-31 18:16:35'}","Exact match"
"Abelichnus astigarrae","925039250","11711872","805080|93302|304358|332573|5246131|691846|641038|117569|147604|125642|947318|801601|278114|114656|114654|458402|4940726|229562|229560|639642|4129647|4129648","Abelichnus astigarrae","species","Open Tree of Life Reference Taxonomy","0.988","20","{ts '2019-03-31 18:16:35'}","Exact match"
"Abelichnus astigarrae","925039251","11711872","805080|93302|304358|332573|5246131|691846|641038|117569|147604|125642|947318|801601|278114|114656|114654|458402|4940726|229562|229560|639642|4129647|4129648","Abelichnus astigarrae","name string","Open Tree of Life Reference Taxonomy","","","{ts '2019-03-31 18:16:35'}",""
"Abelichnus astigarrae","925039252","11711872","805080|93302|304358|332573|5246131|691846|641038|117569|147604|125642|947318|801601|278114|114656|114654|458402|4940726|229562|229560|639642|4129647|4129648","Abelichnus astigarrae","canonical name","Open Tree of Life Reference Taxonomy","","","{ts '2019-03-31 18:16:35'}",""
"Abelichnus astigarrae","925039253","11711872","45841265|45841266|45841427|45852424|45852566|46082302|ead6db520b592999719e97ac31dafa2b","Animalia","kingdom","Catalogue of Life","0.988","1","{ts '2019-03-31 18:16:35'}","Exact match by canonical form of a name"
"Abelichnus astigarrae","925039254","11711872","45841265|45841266|45841427|45852424|45852566|46082302|ead6db520b592999719e97ac31dafa2b","Chordata","phylum","Catalogue of Life","0.988","2","{ts '2019-03-31 18:16:35'}","Exact match by canonical form of a name"
"Abelichnus astigarrae","925039255","11711872","45841265|45841266|45841427|45852424|45852566|46082302|ead6db520b592999719e97ac31dafa2b","Reptilia","class","Catalogue of Life","0.988","3","{ts '2019-03-31 18:16:35'}","Exact match by canonical form of a name"
"Abelichnus astigarrae","925039256","11711872","45841265|45841266|45841427|45852424|45852566|46082302|ead6db520b592999719e97ac31dafa2b","Dinosauria","order","Catalogue of Life","0.988","4","{ts '2019-03-31 18:16:35'}","Exact match by canonical form of a name"
"Abelichnus astigarrae","925039257","11711872","45841265|45841266|45841427|45852424|45852566|46082302|ead6db520b592999719e97ac31dafa2b","Not assigned","family","Catalogue of Life","0.988","5","{ts '2019-03-31 18:16:35'}","Exact match by canonical form of a name"
"Abelichnus astigarrae","925039258","11711872","45841265|45841266|45841427|45852424|45852566|46082302|ead6db520b592999719e97ac31dafa2b","Abelichnus","genus","Catalogue of Life","0.988","6","{ts '2019-03-31 18:16:35'}","Exact match by canonical form of a name"
"Abelichnus astigarrae","925039259","11711872","45841265|45841266|45841427|45852424|45852566|46082302|ead6db520b592999719e97ac31dafa2b","Abelichnus astigarrae","species","Catalogue of Life","0.988","7","{ts '2019-03-31 18:16:35'}","Exact match by canonical form of a name"
"Abelichnus astigarrae","925039260","11711872","45841265|45841266|45841427|45852424|45852566|46082302|ead6db520b592999719e97ac31dafa2b","Abelichnus astigarrae Calvo, 1991","name string","Catalogue of Life","","","{ts '2019-03-31 18:16:35'}",""
"Abelichnus astigarrae","925039261","11711872","45841265|45841266|45841427|45852424|45852566|46082302|ead6db520b592999719e97ac31dafa2b","Abelichnus astigarrae","canonical name","Catalogue of Life","","","{ts '2019-03-31 18:16:35'}",""
"Abelichnus astigarrae","925039262","11711872","1|44|358|4821470|4967031","Animalia","kingdom","GBIF Backbone Taxonomy","0.988","1","{ts '2019-03-31 18:16:35'}","Exact match by canonical form of a name"
"Abelichnus astigarrae","925039263","11711872","1|44|358|4821470|4967031","Chordata","phylum","GBIF Backbone Taxonomy","0.988","2","{ts '2019-03-31 18:16:35'}","Exact match by canonical form of a name"
"Abelichnus astigarrae","925039264","11711872","1|44|358|4821470|4967031","Reptilia","class","GBIF Backbone Taxonomy","0.988","3","{ts '2019-03-31 18:16:35'}","Exact match by canonical form of a name"
"Abelichnus astigarrae","925039265","11711872","1|44|358|4821470|4967031","Abelichnus","genus","GBIF Backbone Taxonomy","0.988","4","{ts '2019-03-31 18:16:35'}","Exact match by canonical form of a name"
"Abelichnus astigarrae","925039266","11711872","1|44|358|4821470|4967031","Abelichnus astigarrae","species","GBIF Backbone Taxonomy","0.988","5","{ts '2019-03-31 18:16:35'}","Exact match by canonical form of a name"
"Abelichnus astigarrae","925039267","11711872","1|44|358|4821470|4967031","Abelichnus astigarrae Calvo, 1991","name string","GBIF Backbone Taxonomy","","","{ts '2019-03-31 18:16:35'}",""
"Abelichnus astigarrae","925039231","11711872","805080|93302|304358|332573|5246131|691846|641038|117569|147604|125642|947318|801601|278114|114656|114654|458402|4940726|229562|229560|639642|4129647|4129648","Eukaryota","domain","Open Tree of Life Reference Taxonomy","0.988","1","{ts '2019-03-31 18:16:35'}","Exact match"
"Abelichnus astigarrae","925039232","11711872","805080|93302|304358|332573|5246131|691846|641038|117569|147604|125642|947318|801601|278114|114656|114654|458402|4940726|229562|229560|639642|4129647|4129648","Opisthokonta","no rank","Open Tree of Life Reference Taxonomy","0.988","2","{ts '2019-03-31 18:16:35'}","Exact match"
"Abelichnus astigarrae","925039233","11711872","805080|93302|304358|332573|5246131|691846|641038|117569|147604|125642|947318|801601|278114|114656|114654|458402|4940726|229562|229560|639642|4129647|4129648","Holozoa","no rank","Open Tree of Life Reference Taxonomy","0.988","3","{ts '2019-03-31 18:16:35'}","Exact match"
"Abelichnus astigarrae","925039234","11711872","805080|93302|304358|332573|5246131|691846|641038|117569|147604|125642|947318|801601|278114|114656|114654|458402|4940726|229562|229560|639642|4129647|4129648","Metazoa","kingdom","Open Tree of Life Reference Taxonomy","0.988","4","{ts '2019-03-31 18:16:35'}","Exact match"
"Abelichnus astigarrae","925039235","11711872","805080|93302|304358|332573|5246131|691846|641038|117569|147604|125642|947318|801601|278114|114656|114654|458402|4940726|229562|229560|639642|4129647|4129648","Eumetazoa","no rank","Open Tree of Life Reference Taxonomy","0.988","5","{ts '2019-03-31 18:16:35'}","Exact match"
"Abelichnus astigarrae","925039236","11711872","805080|93302|304358|332573|5246131|691846|641038|117569|147604|125642|947318|801601|278114|114656|114654|458402|4940726|229562|229560|639642|4129647|4129648","Bilateria","no rank","Open Tree of Life Reference Taxonomy","0.988","6","{ts '2019-03-31 18:16:35'}","Exact match"
"Abelichnus astigarrae","925039237","11711872","805080|93302|304358|332573|5246131|691846|641038|117569|147604|125642|947318|801601|278114|114656|114654|458402|4940726|229562|229560|639642|4129647|4129648","Deuterostomia","no rank","Open Tree of Life Reference Taxonomy","0.988","7","{ts '2019-03-31 18:16:35'}","Exact match"
"Abelichnus astigarrae","925039238","11711872","805080|93302|304358|332573|5246131|691846|641038|117569|147604|125642|947318|801601|278114|114656|114654|458402|4940726|229562|229560|639642|4129647|4129648","Chordata","phylum","Open Tree of Life Reference Taxonomy","0.988","8","{ts '2019-03-31 18:16:35'}","Exact match"
"Abelichnus astigarrae","925039239","11711872","805080|93302|304358|332573|5246131|691846|641038|117569|147604|125642|947318|801601|278114|114656|114654|458402|4940726|229562|229560|639642|4129647|4129648","Craniata","subphylum","Open Tree of Life Reference Taxonomy","0.988","9","{ts '2019-03-31 18:16:35'}","Exact match"
"Abelichnus astigarrae","925039240","11711872","805080|93302|304358|332573|5246131|691846|641038|117569|147604|125642|947318|801601|278114|114656|114654|458402|4940726|229562|229560|639642|4129647|4129648","Vertebrata","subphylum","Open Tree of Life Reference Taxonomy","0.988","10","{ts '2019-03-31 18:16:35'}","Exact match"
"Abelichnus astigarrae","925039241","11711872","805080|93302|304358|332573|5246131|691846|641038|117569|147604|125642|947318|801601|278114|114656|114654|458402|4940726|229562|229560|639642|4129647|4129648","Gnathostomata","superclass","Open Tree of Life Reference Taxonomy","0.988","11","{ts '2019-03-31 18:16:35'}","Exact match"
"Abelichnus astigarrae","925039242","11711872","805080|93302|304358|332573|5246131|691846|641038|117569|147604|125642|947318|801601|278114|114656|114654|458402|4940726|229562|229560|639642|4129647|4129648","Teleostomi","no rank","Open Tree of Life Reference Taxonomy","0.988","12","{ts '2019-03-31 18:16:35'}","Exact match"
"Abelichnus astigarrae","925039268","11711872","1|44|358|4821470|4967031","Abelichnus astigarrae","canonical name","GBIF Backbone Taxonomy","","","{ts '2019-03-31 18:16:35'}",""
"Abelichnus astigarrae","925039269","11711872","288516|212579|2|85325|67102|85323|67145|33815|67149|67344|34881|67348|219195|77135|53190|125547|37177|99766|56749|53189|135358|36322|92204|99771|37768|38182|57091|66477|38215|144376|57250|53366|53207|52775|38505|38513|56397|92043|53374|55483|53943|65419|65420","Eucarya","unranked clade","The Paleobiology Database","0.988","1","{ts '2019-03-31 18:16:35'}","Exact match by canonical form of a name"
"Abelichnus astigarrae","925039270","11711872","288516|212579|2|85325|67102|85323|67145|33815|67149|67344|34881|67348|219195|77135|53190|125547|37177|99766|56749|53189|135358|36322|92204|99771|37768|38182|57091|66477|38215|144376|57250|53366|53207|52775|38505|38513|56397|92043|53374|55483|53943|65419|65420","Opisthokonta","unranked clade","The Paleobiology Database","0.988","2","{ts '2019-03-31 18:16:35'}","Exact match by canonical form of a name"
"Abelichnus astigarrae","925039271","11711872","288516|212579|2|85325|67102|85323|67145|33815|67149|67344|34881|67348|219195|77135|53190|125547|37177|99766|56749|53189|135358|36322|92204|99771|37768|38182|57091|66477|38215|144376|57250|53366|53207|52775|38505|38513|56397|92043|53374|55483|53943|65419|65420","Metazoa","subkingdom","The Paleobiology Database","0.988","3","{ts '2019-03-31 18:16:35'}","Exact match by canonical form of a name"
"Abelichnus astigarrae","925039272","11711872","288516|212579|2|85325|67102|85323|67145|33815|67149|67344|34881|67348|219195|77135|53190|125547|37177|99766|56749|53189|135358|36322|92204|99771|37768|38182|57091|66477|38215|144376|57250|53366|53207|52775|38505|38513|56397|92043|53374|55483|53943|65419|65420","Eumetazoa","unranked clade","The Paleobiology Database","0.988","4","{ts '2019-03-31 18:16:35'}","Exact match by canonical form of a name"
"Abelichnus astigarrae","925039273","11711872","288516|212579|2|85325|67102|85323|67145|33815|67149|67344|34881|67348|219195|77135|53190|125547|37177|99766|56749|53189|135358|36322|92204|99771|37768|38182|57091|66477|38215|144376|57250|53366|53207|52775|38505|38513|56397|92043|53374|55483|53943|65419|65420","Triploblastica","unranked clade","The Paleobiology Database","0.988","5","{ts '2019-03-31 18:16:35'}","Exact match by canonical form of a name"
"Abelichnus astigarrae","925039274","11711872","288516|212579|2|85325|67102|85323|67145|33815|67149|67344|34881|67348|219195|77135|53190|125547|37177|99766|56749|53189|135358|36322|92204|99771|37768|38182|57091|66477|38215|144376|57250|53366|53207|52775|38505|38513|56397|92043|53374|55483|53943|65419|65420","Nephrozoa","unranked clade","The Paleobiology Database","0.988","6","{ts '2019-03-31 18:16:35'}","Exact match by canonical form of a name"
"Abelichnus astigarrae","925039275","11711872","288516|212579|2|85325|67102|85323|67145|33815|67149|67344|34881|67348|219195|77135|53190|125547|37177|99766|56749|53189|135358|36322|92204|99771|37768|38182|57091|66477|38215|144376|57250|53366|53207|52775|38505|38513|56397|92043|53374|55483|53943|65419|65420","Deuterostomia","unranked clade","The Paleobiology Database","0.988","7","{ts '2019-03-31 18:16:35'}","Exact match by canonical form of a name"
"Abelichnus astigarrae","925039276","11711872","288516|212579|2|85325|67102|85323|67145|33815|67149|67344|34881|67348|219195|77135|53190|125547|37177|99766|56749|53189|135358|36322|92204|99771|37768|38182|57091|66477|38215|144376|57250|53366|53207|52775|38505|38513|56397|92043|53374|55483|53943|65419|65420","Chordata","unranked clade","The Paleobiology Database","0.988","8","{ts '2019-03-31 18:16:35'}","Exact match by canonical form of a name"
"Abelichnus astigarrae","925039277","11711872","288516|212579|2|85325|67102|85323|67145|33815|67149|67344|34881|67348|219195|77135|53190|125547|37177|99766|56749|53189|135358|36322|92204|99771|37768|38182|57091|66477|38215|144376|57250|53366|53207|52775|38505|38513|56397|92043|53374|55483|53943|65419|65420","Vertebrata","unranked clade","The Paleobiology Database","0.988","9","{ts '2019-03-31 18:16:35'}","Exact match by canonical form of a name"
"Abelichnus astigarrae","925039278","11711872","288516|212579|2|85325|67102|85323|67145|33815|67149|67344|34881|67348|219195|77135|53190|125547|37177|99766|56749|53189|135358|36322|92204|99771|37768|38182|57091|66477|38215|144376|57250|53366|53207|52775|38505|38513|56397|92043|53374|55483|53943|65419|65420","Gnathostomata","unranked clade","The Paleobiology Database","0.988","10","{ts '2019-03-31 18:16:35'}","Exact match by canonical form of a name"
"Abelichnus astigarrae","925039279","11711872","288516|212579|2|85325|67102|85323|67145|33815|67149|67344|34881|67348|219195|77135|53190|125547|37177|99766|56749|53189|135358|36322|92204|99771|37768|38182|57091|66477|38215|144376|57250|53366|53207|52775|38505|38513|56397|92043|53374|55483|53943|65419|65420","Osteichthyes","unranked clade","The Paleobiology Database","0.988","11","{ts '2019-03-31 18:16:35'}","Exact match by canonical form of a name"
"Abelichnus astigarrae","925039280","11711872","288516|212579|2|85325|67102|85323|67145|33815|67149|67344|34881|67348|219195|77135|53190|125547|37177|99766|56749|53189|135358|36322|92204|99771|37768|38182|57091|66477|38215|144376|57250|53366|53207|52775|38505|38513|56397|92043|53374|55483|53943|65419|65420","Sarcopterygii","superclass","The Paleobiology Database","0.988","12","{ts '2019-03-31 18:16:35'}","Exact match by canonical form of a name"
"Abelichnus astigarrae","925039281","11711872","288516|212579|2|85325|67102|85323|67145|33815|67149|67344|34881|67348|219195|77135|53190|125547|37177|99766|56749|53189|135358|36322|92204|99771|37768|38182|57091|66477|38215|144376|57250|53366|53207|52775|38505|38513|56397|92043|53374|55483|53943|65419|65420","Dipnotetrapodomorpha","subclass","The Paleobiology Database","0.988","13","{ts '2019-03-31 18:16:35'}","Exact match by canonical form of a name"
"Abelichnus astigarrae","925039282","11711872","288516|212579|2|85325|67102|85323|67145|33815|67149|67344|34881|67348|219195|77135|53190|125547|37177|99766|56749|53189|135358|36322|92204|99771|37768|38182|57091|66477|38215|144376|57250|53366|53207|52775|38505|38513|56397|92043|53374|55483|53943|65419|65420","Tetrapodomorpha","subclass","The Paleobiology Database","0.988","14","{ts '2019-03-31 18:16:35'}","Exact match by canonical form of a name"
"Abelichnus astigarrae","925039313","11711872","288516|212579|2|85325|67102|85323|67145|33815|67149|67344|34881|67348|219195|77135|53190|125547|37177|99766|56749|53189|135358|36322|92204|99771|37768|38182|57091|66477|38215|144376|57250|53366|53207|52775|38505|38513|56397|92043|53374|55483|53943|65419|65420","Abelichnus astigarrae","canonical name","The Paleobiology Database","","","{ts '2019-03-31 18:16:35'}",""
"Abelichnus astigarrae","925039312","11711872","288516|212579|2|85325|67102|85323|67145|33815|67149|67344|34881|67348|219195|77135|53190|125547|37177|99766|56749|53189|135358|36322|92204|99771|37768|38182|57091|66477|38215|144376|57250|53366|53207|52775|38505|38513|56397|92043|53374|55483|53943|65419|65420","Abelichnus astigarrae Calvo 1991","name string","The Paleobiology Database","","","{ts '2019-03-31 18:16:35'}",""
"Abelichnus astigarrae","925039311","11711872","288516|212579|2|85325|67102|85323|67145|33815|67149|67344|34881|67348|219195|77135|53190|125547|37177|99766|56749|53189|135358|36322|92204|99771|37768|38182|57091|66477|38215|144376|57250|53366|53207|52775|38505|38513|56397|92043|53374|55483|53943|65419|65420","Abelichnus astigarrae","species","The Paleobiology Database","0.988","43","{ts '2019-03-31 18:16:35'}","Exact match by canonical form of a name"
"Abelichnus astigarrae","925039303","11711872","288516|212579|2|85325|67102|85323|67145|33815|67149|67344|34881|67348|219195|77135|53190|125547|37177|99766|56749|53189|135358|36322|92204|99771|37768|38182|57091|66477|38215|144376|57250|53366|53207|52775|38505|38513|56397|92043|53374|55483|53943|65419|65420","Saurischia","unranked clade","The Paleobiology Database","0.988","35","{ts '2019-03-31 18:16:35'}","Exact match by canonical form of a name"
"Abelichnus astigarrae","925039302","11711872","288516|212579|2|85325|67102|85323|67145|33815|67149|67344|34881|67348|219195|77135|53190|125547|37177|99766|56749|53189|135358|36322|92204|99771|37768|38182|57091|66477|38215|144376|57250|53366|53207|52775|38505|38513|56397|92043|53374|55483|53943|65419|65420","Dinosauria","unranked clade","The Paleobiology Database","0.988","34","{ts '2019-03-31 18:16:35'}","Exact match by canonical form of a name"
"Abelichnus astigarrae","925039310","11711872","288516|212579|2|85325|67102|85323|67145|33815|67149|67344|34881|67348|219195|77135|53190|125547|37177|99766|56749|53189|135358|36322|92204|99771|37768|38182|57091|66477|38215|144376|57250|53366|53207|52775|38505|38513|56397|92043|53374|55483|53943|65419|65420","Abelichnus","genus","The Paleobiology Database","0.988","42","{ts '2019-03-31 18:16:35'}","Exact match by canonical form of a name"
"Abelichnus astigarrae","925039309","11711872","288516|212579|2|85325|67102|85323|67145|33815|67149|67344|34881|67348|219195|77135|53190|125547|37177|99766|56749|53189|135358|36322|92204|99771|37768|38182|57091|66477|38215|144376|57250|53366|53207|52775|38505|38513|56397|92043|53374|55483|53943|65419|65420","Carnosauria","unranked clade","The Paleobiology Database","0.988","41","{ts '2019-03-31 18:16:35'}","Exact match by canonical form of a name"
"Abelichnus astigarrae","925039308","11711872","288516|212579|2|85325|67102|85323|67145|33815|67149|67344|34881|67348|219195|77135|53190|125547|37177|99766|56749|53189|135358|36322|92204|99771|37768|38182|57091|66477|38215|144376|57250|53366|53207|52775|38505|38513|56397|92043|53374|55483|53943|65419|65420","Avetheropoda","unranked clade","The Paleobiology Database","0.988","40","{ts '2019-03-31 18:16:35'}","Exact match by canonical form of a name"
"Abelichnus astigarrae","925039307","11711872","288516|212579|2|85325|67102|85323|67145|33815|67149|67344|34881|67348|219195|77135|53190|125547|37177|99766|56749|53189|135358|36322|92204|99771|37768|38182|57091|66477|38215|144376|57250|53366|53207|52775|38505|38513|56397|92043|53374|55483|53943|65419|65420","Tetanurae","unranked clade","The Paleobiology Database","0.988","39","{ts '2019-03-31 18:16:35'}","Exact match by canonical form of a name"
"Abelichnus astigarrae","925039306","11711872","288516|212579|2|85325|67102|85323|67145|33815|67149|67344|34881|67348|219195|77135|53190|125547|37177|99766|56749|53189|135358|36322|92204|99771|37768|38182|57091|66477|38215|144376|57250|53366|53207|52775|38505|38513|56397|92043|53374|55483|53943|65419|65420","Averostra","unranked clade","The Paleobiology Database","0.988","38","{ts '2019-03-31 18:16:35'}","Exact match by canonical form of a name"
"Abelichnus astigarrae","925039305","11711872","288516|212579|2|85325|67102|85323|67145|33815|67149|67344|34881|67348|219195|77135|53190|125547|37177|99766|56749|53189|135358|36322|92204|99771|37768|38182|57091|66477|38215|144376|57250|53366|53207|52775|38505|38513|56397|92043|53374|55483|53943|65419|65420","Neotheropoda","unranked clade","The Paleobiology Database","0.988","37","{ts '2019-03-31 18:16:35'}","Exact match by canonical form of a name"
"Abelichnus astigarrae","925039304","11711872","288516|212579|2|85325|67102|85323|67145|33815|67149|67344|34881|67348|219195|77135|53190|125547|37177|99766|56749|53189|135358|36322|92204|99771|37768|38182|57091|66477|38215|144376|57250|53366|53207|52775|38505|38513|56397|92043|53374|55483|53943|65419|65420","Theropoda","unranked clade","The Paleobiology Database","0.988","36","{ts '2019-03-31 18:16:35'}","Exact match by canonical form of a name"
"Abelichnus astigarrae","925039301","11711872","288516|212579|2|85325|67102|85323|67145|33815|67149|67344|34881|67348|219195|77135|53190|125547|37177|99766|56749|53189|135358|36322|92204|99771|37768|38182|57091|66477|38215|144376|57250|53366|53207|52775|38505|38513|56397|92043|53374|55483|53943|65419|65420","Dinosauriformes","unranked clade","The Paleobiology Database","0.988","33","{ts '2019-03-31 18:16:35'}","Exact match by canonical form of a name"
"Abelichnus astigarrae","925039300","11711872","288516|212579|2|85325|67102|85323|67145|33815|67149|67344|34881|67348|219195|77135|53190|125547|37177|99766|56749|53189|135358|36322|92204|99771|37768|38182|57091|66477|38215|144376|57250|53366|53207|52775|38505|38513|56397|92043|53374|55483|53943|65419|65420","Dinosauromorpha","unranked clade","The Paleobiology Database","0.988","32","{ts '2019-03-31 18:16:35'}","Exact match by canonical form of a name"
